myear,fuel,transmission,km,body,Color,Engine Type,No of Cylinder,Length,Width,Height,Seats,Gear Box,Drive Type,Steering Type,owner_type,state,City,listed_price
2013,petrol,manual,44626.0,hatchback,metallic glistening grey,k series petrol engine,4.0,3850.0,1695.0,1530.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,450000.0
2018,petrol,manual,25157.0,sedan,silky silver,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,670000.0
2017,petrol,manual,56850.0,hatchback,fire red,boosterjet petrol engine,3.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,550000.0
2015,petrol,manual,33413.0,hatchback,glistening grey,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,420209.0
2012,petrol,manual,95939.0,hatchback,red,k series petrol engine,3.0,3595.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,300000.0
2015,petrol,automatic,36018.0,hatchback,white,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,450000.0
2017,petrol,manual,59685.0,sedan,blue,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,750000.0
2013,petrol,manual,42190.0,hatchback,silky silver,k series petrol engine,3.0,3600.0,1475.0,1595.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,300973.0
2015,petrol,automatic,53647.0,hatchback,grey,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,400000.0
2020,petrol,manual,20519.0,sedan,blue,k15 smart hybrid petrol engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,950000.0
2012,petrol,manual,62317.0,hatchback,metallic blazing red,k series petrol engine,4.0,3850.0,1695.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2004,petrol,manual,126672.0,hatchback,midnight black,in-line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,125000.0
2019,petrol,automatic,10082.0,hatchback,blue,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,690000.0
2012,petrol,manual,68120.0,sedan,glistening grey,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,400000.0
2018,petrol,automatic,20788.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,800000.0
2020,petrol,automatic,37659.0,muv,blue,k15b smart hybrid,4.0,4445.0,1775.0,1700.0,6.0,4 speed,fwd,power,first,karnataka,bangalore,1130000.0
2020,petrol,manual,55515.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2020,petrol,automatic,17325.0,sedan,nexa blue,k15 smart hybrid petrol engine,4.0,4490.0,1730.0,1485.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,950000.0
2017,petrol,manual,61162.0,hatchback,blue,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,535645.0
2014,petrol,automatic,50640.0,hatchback,cerulean blue,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,350000.0
2015,petrol,automatic,36106.0,hatchback,glistening grey,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,480000.0
2011,petrol,manual,40888.0,hatchback,blue,in-line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,235000.0
2022,petrol,automatic,2785.0,hatchback,black,k10c,3.0,3565.0,1520.0,1567.0,5.0,,fwd,power,first,karnataka,bangalore,631000.0
2010,petrol,manual,50717.0,hatchback,grey,k series petrol engine,3.0,3500.0,1600.0,1490.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,190000.0
2015,petrol,manual,45639.0,sedan,white,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,632000.0
2018,petrol,manual,11306.0,sedan,maroon,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,678000.0
2018,petrol,manual,15541.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,680000.0
2012,petrol,manual,46693.0,hatchback,red,k series petrol engine,4.0,3850.0,1695.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,476000.0
2013,petrol,manual,92285.0,hatchback,white,k series petrol engine,4.0,3850.0,1695.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,491000.0
2017,petrol,manual,33130.0,hatchback,white,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,493000.0
2014,petrol,manual,55578.0,hatchback,white,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,400000.0
2014,petrol,manual,53884.0,hatchback,red,k series petrol engine,4.0,3775.0,1680.0,1620.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,427000.0
2017,petrol,automatic,61608.0,hatchback,white,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,576000.0
2019,petrol,manual,10862.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,665000.0
2019,petrol,manual,28342.0,hatchback,blue,1.2l vvt engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,755000.0
2017,petrol,automatic,89306.0,sedan,golden,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,605000.0
2016,petrol,manual,35502.0,hatchback,blue,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,640000.0
2015,petrol,manual,31457.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,573000.0
2017,petrol,manual,42320.0,sedan,blue,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,800000.0
2015,petrol,manual,64785.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,500000.0
2017,petrol,manual,81328.0,muv,granite grey,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,5 speed,fwd,power,first,karnataka,bangalore,800000.0
2021,petrol,manual,21023.0,hatchback,metallic magma grey,1.2l vvt engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,850000.0
2017,petrol,manual,53127.0,hatchback,red,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,350000.0
2013,petrol,manual,88724.0,sedan,black,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
2015,petrol,manual,31561.0,hatchback,silver,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,350000.0
2022,petrol,automatic,1022.0,hatchback,silver,k10c,3.0,3565.0,1520.0,1567.0,5.0,,fwd,power,first,karnataka,bangalore,600000.0
2019,petrol,manual,37977.0,muv,blue,k15b smart hybrid,4.0,4445.0,1775.0,1700.0,6.0,5 speed,fwd,power,second,karnataka,bangalore,950000.0
2016,petrol,manual,18221.0,hatchback,blue,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2018,petrol,manual,39092.0,muv,silver,k15 smart hybrid,4.0,4395.0,1735.0,1690.0,7.0,5 speed,fwd,power,first,karnataka,bangalore,945000.0
2016,petrol,manual,48363.0,hatchback,grey,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,600000.0
2017,petrol,manual,32657.0,hatchback,silver,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,400000.0
2016,petrol,automatic,34670.0,hatchback,silky silver,k series petrol engine,3.0,3545.0,1490.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,370000.0
2010,petrol,manual,92564.0,hatchback,orange,k series petrol engine,3.0,3600.0,1495.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,250000.0
2016,petrol,automatic,19826.0,hatchback,golden,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,450000.0
2020,petrol,automatic,14650.0,suv,sizzling red,k15b isg petrol engine,4.0,3995.0,1790.0,1640.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,1087500.0
2016,petrol,manual,73273.0,hatchback,autumn orange,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
2015,petrol,manual,32877.0,hatchback,new torque blue,f8d petrol engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,300000.0
2013,petrol,manual,65481.0,hatchback,grey,f8d petrol engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,295000.0
2016,petrol,automatic,45719.0,hatchback,white,1.2l vvt engine,4.0,3995.0,1745.0,1510.0,5.0,cvt,fwd,power,first,karnataka,bangalore,675000.0
2019,petrol,manual,58508.0,hatchback,white,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,744000.0
2018,petrol,manual,54074.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,698000.0
2017,petrol,manual,55049.0,sedan,grey,k14b vvt engine,4.0,4505.0,1730.0,1485.0,5.0,5 speed,2wd,power,first,karnataka,bangalore,736000.0
2014,petrol,manual,33514.0,hatchback,silver,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,481000.0
2015,petrol,manual,22743.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,541000.0
2014,petrol,manual,32942.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,552000.0
2015,petrol,manual,88144.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,541000.0
2021,petrol,manual,14457.0,muv,blue,k15b smart hybrid,4.0,4445.0,1775.0,1700.0,6.0,5 speed,fwd,power,first,karnataka,bangalore,1079000.0
2014,petrol,manual,42799.0,hatchback,grey,k series petrol engine,4.0,3850.0,1695.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,590000.0
2013,petrol,manual,76480.0,hatchback,white,f8d petrol engine,3.0,3395.0,1490.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,264000.0
2018,petrol,manual,92747.0,hatchback,black,f8d petrol engine,3.0,3430.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,302000.0
2017,petrol,automatic,23446.0,hatchback,red,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,643000.0
2015,petrol,manual,22510.0,hatchback,grey,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,435000.0
2016,petrol,automatic,69367.0,sedan,maroon,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,689000.0
2011,petrol,manual,80715.0,hatchback,black,k series petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,272000.0
2020,petrol,manual,9658.0,sedan,silver,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,880000.0
2018,petrol,manual,48500.0,hatchback,red,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,651000.0
2011,petrol,manual,87548.0,sedan,silver,in-line engine,4.0,4160.0,1690.0,1530.0,5.0,5 speed,2wd,power,first,karnataka,bangalore,354000.0
2015,petrol,manual,40543.0,hatchback,white,k series petrol engine,4.0,3775.0,1680.0,1620.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,520000.0
2017,petrol,manual,30437.0,sedan,brown,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,652000.0
2018,petrol,automatic,61713.0,sedan,blue,k15 smart hybrid petrol engine,4.0,4490.0,1730.0,1485.0,5.0,4 speed,fwd,power,first,karnataka,bangalore,718300.0
2016,petrol,manual,75616.0,sedan,brown,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,674000.0
2019,petrol,automatic,9623.0,hatchback,brown,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,634000.0
2010,petrol,manual,94698.0,hatchback,maroon,k series petrol engine,4.0,3775.0,1680.0,1620.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,311000.0
2016,petrol,manual,60000.0,hatchback,white,f8d petrol engine,3.0,3430.0,1490.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,350000.0
2019,petrol,manual,14000.0,hatchback,blue,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,650000.0
2016,petrol,manual,39000.0,muv,grey,k15c smart hybrid,4.0,4395.0,1735.0,1690.0,7.0,5 speed,2wd,,first,karnataka,bangalore,775000.0
2014,petrol,manual,40000.0,hatchback,red,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,395000.0
2009,petrol,manual,83000.0,hatchback,silver,in-line engine,4.0,3760.0,1690.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,370000.0
2021,petrol,manual,6503.0,hatchback,blue,vvt,4.0,3700.0,1690.0,1595.0,5.0,5 speed,,power,first,karnataka,bangalore,700000.0
2009,petrol,manual,78143.0,hatchback,white,in-line engine,4.0,3760.0,1690.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,300000.0
2020,petrol,automatic,19316.0,hatchback,pearl arctic white,1.2l vvt engine,4.0,3995.0,1745.0,1510.0,5.0,cvt,fwd,power,first,karnataka,bangalore,900000.0
2017,petrol,manual,41488.0,hatchback,ray blue,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
2017,petrol,manual,26061.0,hatchback,uptown red,1.2-litre vvt petrol engine,4.0,3700.0,1690.0,1595.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,457891.0
2015,petrol,manual,74945.0,hatchback,red,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,300000.0
2016,petrol,automatic,26220.0,hatchback,red,k10b engine,3.0,3715.0,1635.0,1565.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,485000.0
2016,petrol,manual,52762.0,hatchback,pearl arctic white,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,500000.0
2017,petrol,automatic,46804.0,hatchback,blue,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,cvt,fwd,power,first,karnataka,bangalore,700000.0
2014,petrol,manual,68817.0,sedan,silky silver,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,500000.0
2018,petrol,manual,49955.0,sedan,magma grey,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,620000.0
2017,petrol,manual,50176.0,hatchback,grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,650000.0
2019,petrol,automatic,7764.0,sedan,blue,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2019,petrol,manual,49554.0,hatchback,magma grey,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,700000.0
2021,petrol,automatic,6000.0,hatchback,white,k series dual jet,4.0,3845.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,825000.0
2017,petrol,automatic,10069.0,muv,grey,k14b petrol engine,4.0,4296.0,1695.0,1685.0,7.0,4 speed,fwd,power,first,karnataka,bangalore,1000000.0
2022,petrol,manual,14571.0,hatchback,solid fire red,k series dual jet,4.0,3845.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,711257.0
2019,petrol,manual,38954.0,sedan,blue,k15b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,770000.0
2018,petrol,manual,26422.0,hatchback,red,k10b petrol engine,3.0,3636.0,1475.0,1670.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,400000.0
2017,petrol,manual,22332.0,sedan,grey,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,550000.0
2016,petrol,automatic,73667.0,sedan,metallic glistening grey,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,4 speed,fwd,power,second,karnataka,bangalore,750000.0
2017,petrol,automatic,35623.0,hatchback,glistening grey,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,500000.0
2018,petrol,automatic,16275.0,hatchback,premium silver metallic,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,cvt,fwd,power,second,karnataka,bangalore,725000.0
2012,petrol,manual,21120.0,sedan,white,petrol engine,4.0,4650.0,1820.0,1490.0,5.0,6 speed,fwd,power,second,karnataka,bangalore,625000.0
2017,petrol,manual,36344.0,hatchback,ray blue,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,550000.0
2020,petrol,automatic,25909.0,hatchback,poolside blue,k12m petrol engine,4.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,647524.0
2019,petrol,manual,61572.0,sedan,magma grey,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,600000.0
2010,petrol,manual,60542.0,hatchback,blue,kb series,4.0,3715.0,1680.0,1620.0,5.0,5 speed,2wd,power,first,karnataka,bangalore,307538.0
2019,petrol,manual,26000.0,muv,blue,k15b smart hybrid,4.0,4445.0,1775.0,1700.0,6.0,5 speed,fwd,power,first,karnataka,bangalore,1325000.0
2009,petrol,manual,117664.0,hatchback,glistening grey,k series petrol engine,3.0,3500.0,1600.0,1490.0,5.0,5 speed,fwd,power,third,karnataka,bangalore,165220.0
2007,petrol,manual,30556.0,hatchback,silver,fc petrol engine,3.0,3595.0,1475.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,197962.0
2015,petrol,manual,116709.0,hatchback,orange,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,250000.0
2011,petrol,manual,91873.0,hatchback,ecru beige,in-line engine,3.0,3495.0,1475.0,1460.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,170000.0
2010,petrol,manual,113089.0,sedan,pearl met. arctic white,in-line engine,4.0,4160.0,1690.0,1530.0,5.0,5 speed,2wd,power,second,karnataka,bangalore,267569.0
2019,petrol,manual,60632.0,hatchback,pearl arctic white,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,639088.0
2022,petrol,manual,5431.0,,metallic silky silver,k12n,4.0,3675.0,1475.0,1825.0,5.0,5 speed,,manual,first,karnataka,bangalore,568138.0
2015,petrol,manual,31430.0,hatchback,red,k series petrol engine,3.0,3545.0,1515.0,1475.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,270000.0
2017,petrol,automatic,31163.0,sedan,oxford blue,k series vvt engine,4.0,3995.0,1735.0,1515.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,766779.0
2011,petrol,manual,61591.0,sedan,pearl met. arctic white,in-line engine,4.0,4160.0,1690.0,1530.0,5.0,5 speed,2wd,power,first,karnataka,bangalore,400000.0
2021,petrol,automatic,17773.0,hatchback,blue,1.2l vvt engine,4.0,3995.0,1745.0,1510.0,5.0,cvt,fwd,power,first,karnataka,bangalore,850000.0
2012,petrol,manual,43062.0,hatchback,silky silver,k series petrol engine,3.0,3595.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,316139.0
2011,petrol,manual,30171.0,hatchback,midnight black,k series petrol engine,3.0,3595.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,250000.0
2010,petrol,manual,69259.0,hatchback,white,in-line engine,4.0,3760.0,1690.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,500000.0
2018,petrol,manual,42519.0,hatchback,red,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,710000.0
2020,petrol,automatic,8023.0,hatchback,metallic silky silver,k10b,3.0,3565.0,1520.0,1564.0,5.0,,fwd,power,second,karnataka,bangalore,520000.0
2008,petrol,manual,41000.0,hatchback,red,k10b petrol engine,3.0,3655.0,1620.0,1675.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,255000.0
2016,petrol,manual,82000.0,hatchback,white,k 10b petrol engine,3.0,3636.0,1475.0,1670.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,475000.0
2012,petrol,manual,104771.0,sedan,grey,k series vvt engine,4.0,3995.0,1695.0,1555.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,386580.0
2018,petrol,manual,40931.0,sedan,red,k14b vvt engine,4.0,4490.0,1730.0,1485.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,750000.0
2016,petrol,manual,49000.0,hatchback,blue,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,second,karnataka,bangalore,425000.0
2018,petrol,manual,30000.0,hatchback,blue,vtvt engine,4.0,3840.0,1735.0,1530.0,5.0,5 speed,,power,first,karnataka,bangalore,725000.0
2013,petrol,manual,27629.0,hatchback,glistening grey,k10b petrol engine,3.0,3599.0,1495.0,1700.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,248040.0
2019,petrol,manual,26877.0,hatchback,grey,vvt petrol engine,4.0,3995.0,1745.0,1510.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,673576.0
2008,petrol,manual,68250.0,hatchback,grey,in-line engine,4.0,3760.0,1690.0,1530.0,5.0,5 speed,,power,second,karnataka,bangalore,272225.0
2009,petrol,manual,84464.0,hatchback,metallic sunlight copper,in-line engine,4.0,3760.0,1690.0,1530.0,5.0,5 speed,,power,second,karnataka,bangalore,296438.0
2014,petrol,manual,78484.0,hatchback,silky silver,k series petrol engine,4.0,3775.0,1680.0,1620.0,5.0,5 speed,fwd,power,first,karnataka,bangalore,450000.0
